id;variety;mode;format;type;category
icecan_s2b-011_3;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-012_1;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-012_2;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-012_3;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-012_4;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-013_1;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-013_2;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-013_3;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-013_4;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-013_5;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-013_6;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-014_1;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-014_2;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-014_3;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-015_1;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-015_2;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-015_3;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-015_4;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-016_1;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-016_2;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-016_3;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-017_1;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-017_2;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-017_3;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-017_4;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-018_2;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-018_3;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-018_4;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-018_5;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-019_1;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-019_2;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-019_3;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-019_4;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-019_5;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-019_6;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-020_1;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-020_2;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-020_3;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-020_4;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-020_5;icecan;spoken;monologue;scripted;broadcast news
icecan_s2b-021_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-021_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-021_3;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-022_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-023_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-024_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-025_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-026_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-027_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-028_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-028_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-029_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-030_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-030_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-030_3;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-030_4;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-030_5;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-031_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-031_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-031_3;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-031_4;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-032_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-032_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-032_3;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-032_4;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-032_5;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-032_6;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-032_7;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-033_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-033_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-033_3;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-033_4;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-033_5;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-033_6;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-033_7;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-033_8;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-033_9;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-034_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-034_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-034_3;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-034_4;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-034_5;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-034_6;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-034_7;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-035_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-035_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-036_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-036_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-036_3;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-036_4;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-037_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-037_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-037_3;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-037_4;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-037_5;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-037_6;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-038_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-038_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-038_3;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-038_4;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-038_5;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-038_6;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-039_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-039_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-039_3;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-039_4;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-039_5;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-039_6;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-040_1;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-040_2;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-040_3;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-040_4;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-040_5;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-040_6;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-040_7;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-040_8;icecan;spoken;monologue;scripted;broadcast talks
icecan_s2b-041_1;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-042_1;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-042_2;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-043_1;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-043_2;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-044_1;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-045_1;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-045_2;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-045_3;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-046_1;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-046_2;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-047_1;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-047_2;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-048_1;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-049_1;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-049_2;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_s2b-050_1;icecan;spoken;monologue;scripted;speeches (not broadcast)
icecan_w1a-001_1;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-001_2;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-002_1;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-002_2;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-003_1;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-004_1;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-005_1;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-006_1;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-007_1;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-007_2;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-007_3;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-008_1;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-009_1;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-010_1;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-010_2;icecan;written;non-printed;non-professional;student untimed essays
icecan_w1a-011_1;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-012_1;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-013_1;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-014_1;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-015_1;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-015_2;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-016_1;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-016_2;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-017_1;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-018_1;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-018_2;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-019_1;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-019_2;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-020_1;icecan;written;non-printed;non-professional;student examination essays
icecan_w1a-020_2;icecan;written;non-printed;non-professional;student examination essays
icecan_w1b-001_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-001_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-001_3;icecan;written;non-printed;correspondence;social letters
icecan_w1b-001_4;icecan;written;non-printed;correspondence;social letters
icecan_w1b-001_5;icecan;written;non-printed;correspondence;social letters
icecan_w1b-002_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-002_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-002_3;icecan;written;non-printed;correspondence;social letters
icecan_w1b-002_4;icecan;written;non-printed;correspondence;social letters
icecan_w1b-003_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-003_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-004_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-004_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-004_3;icecan;written;non-printed;correspondence;social letters
icecan_w1b-004_4;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_3;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_4;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_5;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_6;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_7;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_8;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_9;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_10;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_11;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_12;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_13;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_14;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_15;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_16;icecan;written;non-printed;correspondence;social letters
icecan_w1b-005_17;icecan;written;non-printed;correspondence;social letters
icecan_w1b-006_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-006_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-006_3;icecan;written;non-printed;correspondence;social letters
icecan_w1b-006_4;icecan;written;non-printed;correspondence;social letters
icecan_w1b-006_5;icecan;written;non-printed;correspondence;social letters
icecan_w1b-006_6;icecan;written;non-printed;correspondence;social letters
icecan_w1b-006_7;icecan;written;non-printed;correspondence;social letters
icecan_w1b-006_8;icecan;written;non-printed;correspondence;social letters
icecan_w1b-006_9;icecan;written;non-printed;correspondence;social letters
icecan_w1b-006_10;icecan;written;non-printed;correspondence;social letters
icecan_w1b-007_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-007_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-007_3;icecan;written;non-printed;correspondence;social letters
icecan_w1b-008_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-008_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-009_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-010_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-010_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-010_3;icecan;written;non-printed;correspondence;social letters
icecan_w1b-010_4;icecan;written;non-printed;correspondence;social letters
icecan_w1b-010_5;icecan;written;non-printed;correspondence;social letters
icecan_w1b-011_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-012_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-012_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-012_3;icecan;written;non-printed;correspondence;social letters
icecan_w1b-012_4;icecan;written;non-printed;correspondence;social letters
icecan_w1b-013_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-013_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-013_3;icecan;written;non-printed;correspondence;social letters
icecan_w1b-014_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-014_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-015_1;icecan;written;non-printed;correspondence;social letters
icecan_w1b-015_2;icecan;written;non-printed;correspondence;social letters
icecan_w1b-015_3;icecan;written;non-printed;correspondence;social letters
icecan_w1b-015_4;icecan;written;non-printed;correspondence;social letters
icecan_w1b-016_1;icecan;written;non-printed;correspondence;business letters
icecan_w1b-016_2;icecan;written;non-printed;correspondence;business letters
icecan_w1b-016_3;icecan;written;non-printed;correspondence;business letters
icecan_w1b-016_4;icecan;written;non-printed;correspondence;business letters
icecan_w1b-016_5;icecan;written;non-printed;correspondence;business letters
icecan_w1b-017_1;icecan;written;non-printed;correspondence;business letters
icecan_w1b-017_2;icecan;written;non-printed;correspondence;business letters
icecan_w1b-017_3;icecan;written;non-printed;correspondence;business letters
